custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
"9809-NBCXAS-1RB",4,5,0,36,4,"August",12,2,2,0,5,2,0,45.000000,3.806662,2,8.300000,0.888930,-0.117737,2.846070,1.045939,1,4,0,-1,-1,2,3,0,0,3,0,0,0,0,0,2,6,2,3,1,0,21.200000,2,1,0,1,1,26,1,0,0,1,0,0,0,1,1,0,1,2,1,0,1,4,1,1,0,13,4,1,1,2,0,11,4,13.000000,461.150000,9.000000,305.700000,0,3,38,0,6.750000,1.909543,244.700000,5.500033,0,0.000000,,0.000000,,1,27.400000,3.310543,1123.600000,7.024293,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,3,0,0,0,0,1,1,29,1,1,1,0,1,1,1,0,0,0,0,0
"8733-EDAXNE-8DV",3,1,0,47,4,"February",20,5,5,0,17,5,0,137.000000,4.919981,5,13.700000,3.303344,1.194935,15.465656,2.738622,0,4,1,19,4,2,2,2,0,0,0,0,0,0,1,1,20,4,1,1,1,78.100000,3,0,0,8,4,21,0,0,1,0,0,0,0,1,0,0,1,7,0,1,1,1,4,1,0,29,5,4,2,3,0,27,5,8.000000,416.120000,8.000000,558.230000,0,3,69,0,22.050000,3.093313,1473.300000,7.295260,0,0.000000,,0.000000,,1,44.850000,3.803324,2973.000000,7.997327,1,28.250000,3.341093,1885.000000,7.541683,1,36.450000,3.595941,2475.250000,7.814097,1,1,1,3,0,1,0,0,1,1,22,1,1,1,0,1,1,1,0,1,0,1,0
"8170-YHWTSQ-825",5,2,0,75,6,"April",11,1,2,0,2,2,1,10.000000,2.302585,1,2.400000,0.038880,-3.247275,0.201120,-1.603854,0,2,0,-1,-1,1,1,1,0,0,0,0,0,0,0,2,35,5,1,1,0,4.900000,1,1,0,5,3,24,0,0,0,1,1,1,0,0,0,0,9,3,0,0,0,4,3,4,0,23,5,2,2,2,0,15,4,17.000000,197.270000,4.000000,65.470000,0,2,46,0,19.800000,2.985682,884.750000,6.785305,1,24.750000,3.208825,1058.000000,6.964136,0,0.000000,,0.000000,,1,14.000000,2.639057,640.000000,6.461468,0,0.000000,,0.000000,,0,0,0,0,1,1,1,1,0,1,21,0,0,1,0,1,0,0,0,1,0,1,0
"1144-GVCZDP-8DV",2,3,1,49,4,"February",22,5,1,1,3,2,0,73.000000,4.290459,3,9.200000,1.437224,0.362713,5.278776,1.663694,0,3,1,20,5,5,13,2,0,0,0,0,0,11,1,1,20,4,1,1,1,33.900000,2,1,0,5,3,19,0,0,0,1,1,0,0,1,0,0,9,4,0,0,1,4,4,3,1,13,4,2,3,3,0,13,4,4.000000,78.220000,1.000000,21.390000,1,1,31,1,7.000000,1.945910,238.000000,5.472271,1,19.500000,2.970414,598.550000,6.394510,1,57.250000,4.047428,1740.250000,7.461784,0,0.000000,,0.000000,,1,62.300000,4.131961,1879.250000,7.538628,1,1,1,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
"8846-JJEGFU-I69",1,1,1,59,5,"May",13,2,1,0,15,4,0,63.000000,4.143135,3,6.000000,0.593460,-0.521785,3.186540,1.158936,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,25,4,1,1,0,36.200000,2,1,0,1,1,16,1,0,1,0,0,0,0,0,0,0,9,4,1,0,0,4,2,3,0,13,4,3,3,4,0,15,4,9.000000,283.590000,3.000000,155.470000,0,1,41,0,13.000000,2.564949,479.000000,6.171701,1,19.250000,2.957511,775.600000,6.653637,0,0.000000,,0.000000,,1,9.000000,2.197225,330.000000,5.799093,1,19.350000,2.962692,764.350000,6.639026,0,0,0,2,1,1,1,1,0,1,13,1,1,1,0,1,1,1,1,0,0,0,1
"4226-TEHKPJ-GKG",1,2,1,55,5,"September",12,2,3,0,10,3,0,50.000000,3.912023,3,5.100000,1.086300,0.082777,1.463700,0.380967,0,2,1,11,1,3,0,0,0,0,0,0,0,0,1,1,32,5,2,1,0,31.800000,2,0,0,1,1,21,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,1,1,3,0,22,5,3,1,4,0,15,4,11.000000,501.110000,2.000000,63.310000,0,2,49,0,9.300000,2.230014,465.500000,6.143112,1,53.500000,3.979682,2663.300000,7.887321,0,0.000000,,0.000000,,1,42.000000,3.737670,2060.000000,7.630461,0,0.000000,,0.000000,,0,1,0,0,1,1,1,1,0,1,29,1,1,1,0,0,0,0,0,1,0,0,0
"9714-LCYJJB-SCS",5,2,0,25,3,"April",14,2,1,0,1,1,0,50.000000,3.912023,3,10.500000,1.218000,0.197210,4.032000,1.394263,1,2,0,-1,-1,5,1,0,1,0,0,0,0,0,0,2,3,2,0,-1,-1,-1.000000,-1,-1,1,8,4,15,0,0,0,0,1,0,0,1,0,0,9,5,0,0,1,4,4,4,0,7,3,2,1,1,0,7,3,11.000000,391.970000,4.000000,166.430000,1,1,46,0,14.450000,2.670694,659.350000,6.491255,0,0.000000,,0.000000,,1,29.750000,3.392829,1319.500000,7.185008,1,26.500000,3.277145,1150.000000,7.047517,0,0.000000,,0.000000,,1,1,0,2,0,0,0,0,0,1,22,1,1,1,0,1,0,1,0,1,0,0,1
"2866-TTOTKL-TA7",5,4,0,78,6,"September",11,1,3,0,30,5,1,28.000000,3.332205,2,9.800000,1.635424,0.491902,1.108576,0.103076,0,5,1,15,3,2,9,0,0,0,0,0,0,9,0,3,36,5,2,1,0,15.800000,1,1,0,4,3,34,0,0,1,1,0,0,0,0,0,1,2,4,0,1,1,2,3,2,0,14,4,5,1,1,1,12,4,5.000000,163.720000,7.000000,227.410000,0,2,31,0,5.000000,1.609438,133.350000,4.892977,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,10.750000,2.374906,295.000000,5.686975,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,1,0,0
"7217-UECHSF-PCR",1,1,1,48,4,"November",11,1,2,0,2,2,0,23.000000,3.135494,1,18.700000,2.051577,0.718609,2.249423,0.810674,1,2,0,-1,-1,2,9,0,0,0,2,0,0,7,1,3,22,4,2,1,0,9.300000,1,0,0,1,1,23,1,0,1,0,0,0,0,0,0,0,9,5,0,0,0,5,3,2,0,11,4,3,2,1,0,10,3,11.000000,268.090000,5.000000,83.110000,1,3,23,0,6.500000,1.871802,169.800000,5.134621,1,34.750000,3.548180,763.750000,6.638241,0,0.000000,,0.000000,,1,15.750000,2.756840,345.000000,5.843544,1,19.700000,2.980619,387.900000,5.960748,0,0,0,1,1,1,1,1,0,1,28,1,1,1,0,1,0,0,0,0,1,0,1
"0197-AMEAYR-851",5,1,0,47,4,"August",19,4,2,0,1,1,0,75.000000,4.317488,4,2.200000,0.102300,-2.279846,1.547700,0.436770,0,4,1,21,5,2,6,0,0,0,0,0,0,6,0,2,24,4,1,1,1,46.100000,3,1,0,3,2,22,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,1,4,0,15,4,4,4,4,0,12,4,14.000000,333.680000,5.000000,136.670000,0,3,21,1,6.150000,1.816452,141.250000,4.950531,0,0.000000,,0.000000,,1,26.350000,3.271468,516.300000,6.246688,1,13.750000,2.621039,290.000000,5.669881,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,1,1,19,1,1,1,0,1,1,0,0,0,0,1,0
"1743-WAHPKT-DNW",5,1,0,75,6,"February",10,1,2,0,11,4,0,28.000000,3.332205,2,3.300000,0.394548,-0.930014,0.529452,-0.635913,0,2,1,10,1,2,0,0,0,0,0,0,0,0,1,3,13,3,1,1,0,13.800000,1,0,0,4,3,20,0,0,0,1,0,0,0,1,0,0,9,6,1,1,0,1,2,2,0,3,2,3,2,4,0,6,3,10.000000,453.520000,6.000000,163.550000,0,2,16,0,4.300000,1.458615,75.000000,4.317488,1,22.500000,3.113515,368.300000,5.908898,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,1,0,0,0,1,12,1,1,1,0,0,0,0,0,0,0,1,0
"9840-VEWFQZ-W5V",3,1,1,43,4,"August",19,4,2,0,4,2,0,33.000000,3.496508,2,12.600000,2.116422,0.749727,2.041578,0.713723,0,1,1,20,5,2,5,0,0,0,0,0,0,5,1,3,11,3,1,1,1,17.200000,1,0,0,1,1,22,1,0,1,0,0,0,0,0,0,0,9,4,1,0,1,4,1,3,1,9,3,1,2,3,0,3,2,14.000000,272.440000,9.000000,253.580000,1,1,27,0,6.650000,1.894617,201.550000,5.306037,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,18,1,1,1,0,0,0,1,0,0,0,0,0
"6203-JLXPIJ-YQZ",5,5,0,45,4,"December",10,1,6,0,15,4,0,44.000000,3.784190,2,13.600000,0.987360,-0.012721,4.996640,1.608766,0,2,1,9,1,5,1,1,0,0,0,0,0,0,1,1,25,4,1,1,1,30.900000,2,1,0,8,4,39,1,0,1,1,1,0,0,1,0,0,9,5,1,0,0,3,2,2,1,27,5,2,3,4,1,20,5,9.000000,283.720000,2.000000,54.740000,1,1,62,0,16.150000,2.781920,1016.850000,6.924465,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,28.250000,3.341093,1730.000000,7.455877,0,0.000000,,0.000000,,1,0,0,0,0,0,0,0,0,1,13,1,1,1,0,0,0,0,0,0,0,0,0
"4166-WEDNXN-5RK",5,4,0,21,2,"December",16,3,3,0,0,1,0,31.000000,3.433987,2,9.200000,0.770040,-0.261313,2.081960,0.733310,1,1,0,-1,-1,1,6,1,0,0,2,0,0,3,0,2,1,1,2,1,0,16.000000,1,1,0,5,3,25,0,1,0,1,1,0,0,0,0,0,9,6,0,1,1,4,3,1,0,3,2,3,1,1,0,2,2,9.000000,196.560000,3.000000,89.200000,1,1,13,0,4.750000,1.558145,47.550000,3.861782,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,1,0,0,0,0,0,1,17,1,1,1,0,1,0,1,0,0,1,0,0
"4643-WSLHBV-DM5",2,1,0,53,5,"December",21,5,3,0,19,5,0,284.000000,5.648974,5,9.400000,15.456984,2.738061,11.239016,2.419391,1,2,0,-1,-1,1,2,0,0,2,0,0,0,0,1,1,25,4,2,1,0,92.400000,3,0,0,1,1,29,1,0,0,0,0,0,0,0,0,1,9,6,1,0,1,4,1,3,1,30,5,2,1,2,0,18,5,12.000000,1010.340000,5.000000,285.590000,0,2,48,0,13.350000,2.591516,661.550000,6.494586,1,45.000000,3.806662,2199.200000,7.695849,0,0.000000,,0.000000,,1,13.750000,2.621039,540.000000,6.291569,1,57.050000,4.043928,2716.600000,7.907136,1,1,1,3,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,0,0,0
"1441-JNZRPW-8KQ",3,3,1,30,3,"December",13,2,6,0,8,3,0,49.000000,3.891820,2,2.100000,0.193452,-1.642726,0.835548,-0.179667,0,4,0,-1,-1,1,2,2,0,0,0,0,0,0,1,4,3,2,3,1,0,28.800000,2,0,0,4,3,34,1,0,0,1,1,0,0,0,0,0,9,4,0,0,1,2,3,4,1,2,2,3,2,3,1,2,2,12.000000,221.560000,6.000000,133.450000,0,1,3,1,4.050000,1.398717,11.150000,2.411439,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,1,1,18,1,1,1,0,0,1,1,0,0,0,0,0
"5811-BKUTYY-F7I",2,1,1,58,5,"May",19,4,6,0,18,5,1,15.000000,2.708050,1,7.600000,0.084360,-2.472662,1.055640,0.054147,0,5,0,-1,-1,1,4,0,0,0,0,0,0,4,0,2,11,3,1,1,1,9.200000,1,0,0,3,2,20,0,0,1,0,0,0,0,1,0,1,9,4,0,0,1,3,1,2,0,19,5,4,4,3,1,10,3,4.000000,65.080000,6.000000,57.700000,0,3,42,0,16.550000,2.806386,710.950000,6.566602,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,30.750000,3.425890,1270.000000,7.146772,0,0.000000,,0.000000,,0,0,0,2,0,1,0,1,0,1,16,1,1,1,0,1,1,0,0,0,0,0,0
"0926-OZQUQX-GXA",2,2,0,35,4,"January",11,1,1,1,5,2,0,17.000000,2.833213,1,2.300000,0.254932,-1.366758,0.136068,-1.994601,1,2,1,9,1,4,4,0,0,0,0,0,0,4,1,1,11,3,1,1,1,11.400000,1,0,0,8,4,24,0,0,0,0,0,0,0,1,0,0,9,4,0,0,0,4,3,4,1,17,5,3,1,1,0,17,5,12.000000,192.190000,8.000000,153.430000,1,1,48,0,12.900000,2.557227,555.750000,6.320319,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,10.000000,2.302585,515.000000,6.244167,0,0.000000,,0.000000,,1,0,0,0,0,0,1,0,0,1,26,0,1,1,0,1,0,0,0,1,0,0,0
"5007-HXEVVL-NW5",3,2,1,48,4,"August",14,2,1,0,14,4,0,83.000000,4.418841,4,11.300000,4.820806,1.572941,4.558194,1.516926,0,3,1,13,2,2,7,0,1,0,0,0,0,6,1,3,21,4,1,1,1,36.000000,2,0,1,3,2,26,1,0,1,0,0,0,1,0,0,0,3,4,1,0,0,4,1,4,0,12,4,3,2,4,1,9,3,8.000000,220.460000,2.000000,73.360000,1,3,37,0,5.600000,1.722767,221.200000,5.399067,1,24.000000,3.178054,885.900000,6.786604,1,49.850000,3.909018,1886.700000,7.542585,1,33.000000,3.496508,1120.000000,7.021084,1,50.000000,3.912023,1710.150000,7.444336,1,1,1,4,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
"8101-YOBRYX-REF",3,3,1,57,5,"April",15,3,1,0,8,3,0,82.000000,4.406719,4,34.200000,1.121760,0.114899,26.922240,3.292953,1,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,23,4,4,1,1,53.200000,3,1,0,1,1,18,1,0,1,0,0,0,0,1,0,0,2,5,0,0,0,3,3,1,0,9,3,5,4,4,0,5,2,12.000000,371.810000,2.000000,100.910000,1,2,18,0,5.750000,1.749200,107.950000,4.681668,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,21.000000,3.044522,351.700000,5.862779,0,1,0,2,1,0,0,1,0,1,12,1,1,1,0,1,1,1,0,0,0,0,0
"8267-UTARFV-TZK",4,1,1,61,5,"April",20,5,3,0,11,4,0,62.000000,4.127134,3,2.300000,0.537602,-0.620637,0.888398,-0.118335,0,4,1,18,4,4,2,0,2,0,0,0,0,0,1,1,9,3,0,-1,-1,-1.000000,-1,-1,0,6,3,23,0,1,0,0,0,1,0,0,0,0,9,5,0,0,1,1,4,2,1,12,4,4,1,2,0,10,3,10.000000,415.800000,9.000000,378.380000,1,2,30,1,5.600000,1.722767,174.050000,5.159343,1,28.250000,3.341093,793.050000,6.675886,0,0.000000,,0.000000,,1,12.750000,2.545531,330.000000,5.799093,0,0.000000,,0.000000,,0,0,0,0,0,1,1,1,1,1,18,1,1,1,0,0,1,0,0,0,0,1,0
"4432-KMTQXO-788",5,4,1,56,5,"April",19,4,1,0,6,3,0,138.000000,4.927254,5,7.000000,4.472580,1.497965,5.187420,1.646236,0,4,1,15,3,2,0,0,0,0,0,0,0,0,0,2,23,4,5,1,0,67.800000,3,1,0,1,1,19,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4,3,1,0,35,5,1,1,4,1,26,5,10.000000,693.800000,7.000000,325.960000,1,3,66,0,22.050000,3.093313,1442.050000,7.273821,1,42.750000,3.755369,2678.000000,7.892826,1,48.050000,3.872242,3054.800000,8.024469,1,32.250000,3.473518,2120.000000,7.659171,1,60.500000,4.102643,4054.250000,8.307521,1,1,1,2,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,0,0,0
"9172-WITHKP-BXZ",2,1,1,29,3,"June",17,4,2,0,1,1,0,35.000000,3.555348,2,5.700000,1.079295,0.076308,0.915705,-0.088061,0,4,1,16,3,2,0,0,0,0,0,0,0,0,0,2,5,2,3,0,1,16.800000,1,0,1,1,1,20,1,0,0,0,0,0,0,1,0,0,9,4,0,0,1,3,2,4,0,11,4,2,4,3,0,11,4,15.000000,363.000000,11.000000,344.380000,1,3,57,0,17.050000,2.836150,934.000000,6.839476,1,30.750000,3.425890,1727.800000,7.454604,0,0.000000,,0.000000,,1,14.750000,2.691243,790.000000,6.672033,1,43.150000,3.764682,2437.200000,7.798605,1,1,0,1,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,1,0,0,0
"1114-UELZXT-QT7",4,1,1,68,6,"August",11,1,4,0,36,5,1,35.000000,3.555348,2,12.200000,0.742980,-0.297086,3.527020,1.260453,0,3,1,16,3,2,0,0,0,0,0,0,0,0,0,2,26,5,2,1,0,13.900000,1,0,1,1,1,19,1,0,1,0,0,0,0,1,0,0,9,6,1,0,0,1,2,4,0,30,5,2,1,3,0,24,5,4.000000,145.590000,9.000000,313.280000,0,2,64,0,17.700000,2.873565,1114.000000,7.015712,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,25.500000,3.238678,1585.000000,7.368340,0,0.000000,,0.000000,,0,0,0,0,1,1,1,1,0,1,21,1,1,1,0,0,0,0,1,1,1,0,0
"0992-DNDKIT-CUP",5,3,0,22,2,"June",16,3,6,0,0,1,0,20.000000,2.995732,1,5.200000,0.279760,-1.273823,0.760240,-0.274121,1,1,1,13,2,4,3,3,0,0,0,0,0,0,0,2,2,1,0,-1,-1,-1.000000,-1,-1,0,4,3,19,0,0,0,1,0,0,0,1,0,0,9,2,1,0,1,4,3,2,0,4,2,1,1,3,0,4,2,16.000000,482.300000,6.000000,110.530000,1,1,29,1,7.200000,1.974081,220.900000,5.397710,0,0.000000,,0.000000,,1,21.400000,3.063391,559.850000,6.327669,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,4,0,0,0,0,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0
"2654-JRLXAI-HC7",2,1,1,46,4,"March",10,1,1,0,5,2,0,25.000000,3.218876,2,7.700000,0.477400,-0.739401,1.447600,0.369907,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,0,2,14,3,2,1,0,13.400000,1,0,1,5,3,26,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,2,2,3,0,16,5,1,1,3,0,9,3,7.000000,138.950000,6.000000,108.010000,0,1,31,0,9.200000,2.219203,322.500000,5.776103,1,17.500000,2.862201,552.750000,6.314906,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,1,0,1,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0
"0405-BACHZT-AYK",4,1,0,24,2,"October",17,4,1,0,0,1,0,33.000000,3.496508,2,3.900000,0.428571,-0.847299,0.858429,-0.152651,0,1,1,19,4,3,1,1,0,0,0,0,0,0,1,3,3,2,2,1,1,16.800000,1,1,0,1,1,30,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,4,4,0,6,3,3,3,2,0,2,2,12.000000,188.520000,5.000000,96.120000,0,3,5,1,5.950000,1.783391,38.250000,3.644144,0,0.000000,,0.000000,,1,41.850000,3.734092,163.400000,5.096201,0,0.000000,,0.000000,,1,25.400000,3.234749,89.600000,4.495355,0,1,0,4,0,0,0,0,1,1,22,1,1,1,1,1,1,1,1,0,0,0,0
"4939-KCMADL-HLM",3,2,1,78,6,"June",16,3,2,0,18,5,1,32.000000,3.465736,2,23.100000,3.171168,1.154100,4.220832,1.440032,0,5,1,17,4,2,9,0,0,0,0,0,0,9,0,2,20,4,1,0,0,14.800000,1,0,0,6,3,22,1,0,1,1,1,1,0,0,0,0,9,4,0,0,0,2,3,4,0,19,5,3,3,1,0,12,4,11.000000,176.200000,7.000000,120.600000,0,2,39,0,6.750000,1.909543,234.750000,5.458521,1,43.750000,3.778492,1739.950000,7.461612,0,0.000000,,0.000000,,1,16.500000,2.803360,620.000000,6.429719,1,32.200000,3.471966,1224.050000,7.109920,1,1,1,0,1,1,1,1,0,1,20,1,1,1,0,1,0,0,1,0,0,0,0
"4724-UVMKNV-Z1I",2,2,0,73,6,"July",10,1,1,0,31,5,1,16.000000,2.772589,1,3.000000,0.298560,-1.208784,0.181440,-1.706830,0,4,1,10,1,4,5,0,0,0,0,5,0,0,0,2,21,4,2,0,0,7.000000,1,0,1,1,1,19,1,0,1,0,0,0,0,0,0,0,2,6,0,0,0,1,1,3,0,33,5,3,2,1,0,25,5,11.000000,303.730000,2.000000,67.220000,0,2,66,0,19.100000,2.949688,1231.750000,7.116191,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,28.500000,3.349904,1900.000000,7.549609,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,33,1,1,1,0,0,0,0,0,1,0,0,0
"4231-HZEXGK-HRI",4,3,1,26,3,"August",20,5,1,0,0,1,0,64.000000,4.158883,3,3.900000,0.391872,-0.936820,2.104128,0.743901,1,4,0,-1,-1,1,2,1,1,0,0,0,0,0,0,1,6,2,2,1,0,27.300000,2,0,1,1,1,33,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,4,3,3,0,3,2,3,1,2,0,2,2,14.000000,410.780000,3.000000,109.960000,1,1,8,0,2.050000,0.717840,15.450000,2.737609,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,1,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,0,0,0,0
"4979-WSWKYV-BSV",2,1,1,44,4,"March",15,3,3,0,7,3,0,31.000000,3.433987,2,14.800000,2.105892,0.744739,2.482108,0.909108,0,4,0,-1,-1,1,12,0,0,0,0,0,0,12,0,2,10,3,3,1,1,13.500000,1,0,1,1,1,21,1,1,1,0,0,0,0,0,0,0,2,4,0,1,1,1,1,3,0,21,5,3,4,3,0,12,4,9.000000,420.480000,8.000000,364.580000,0,2,52,0,12.250000,2.505526,629.550000,6.445005,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,27.000000,3.295837,1400.000000,7.244228,0,0.000000,,0.000000,,1,0,0,0,0,0,0,1,0,1,24,1,1,1,0,1,0,0,0,0,0,0,0
"7245-IUATZR-VLV",5,1,0,30,3,"February",12,2,2,0,1,1,0,18.000000,2.890372,1,14.500000,0.798660,-0.224820,1.811340,0.594067,0,2,1,15,3,4,0,0,0,0,0,0,0,0,0,1,9,3,5,1,0,10.200000,1,1,0,1,1,21,1,0,0,0,1,0,0,0,0,0,9,6,0,0,1,2,4,3,0,12,4,4,2,4,0,6,3,10.000000,263.550000,4.000000,105.020000,1,1,27,0,3.200000,1.163151,86.300000,4.457830,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0
"2041-WAUPOH-84L",1,4,0,44,4,"February",8,1,2,0,9,3,0,41.000000,3.713572,2,3.100000,0.151249,-1.888828,1.119751,0.113106,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,0,2,19,4,2,1,0,16.400000,1,0,0,5,3,32,1,0,0,0,1,1,0,0,0,0,9,1,0,1,1,2,2,2,0,9,3,3,3,3,0,7,3,10.000000,321.190000,3.000000,110.030000,0,2,14,0,5.700000,1.740466,75.950000,4.330075,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,0,1,20,1,1,1,0,1,0,1,0,0,0,1,0
"5472-GUGMBS-ZVK",3,2,1,21,2,"May",12,2,3,1,1,1,0,22.000000,3.091042,1,2.700000,0.275616,-1.288747,0.318384,-1.144497,1,1,1,12,2,2,0,0,0,0,0,0,0,0,1,3,1,1,3,1,0,11.500000,1,0,1,1,1,29,1,0,0,0,0,0,0,1,0,0,2,2,0,1,1,5,1,4,0,3,2,3,1,2,0,2,2,16.000000,461.030000,7.000000,174.360000,1,1,6,0,4.550000,1.515127,26.350000,3.271468,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,1,0,0,0,0,0,0,1,0,1,17,1,1,1,0,1,0,0,0,0,0,0,0
"1811-FUILIP-L3S",3,1,1,62,5,"September",9,1,5,1,31,5,1,14.000000,2.639057,1,15.000000,0.575400,-0.552690,1.524600,0.421732,0,1,1,11,1,2,3,0,1,0,0,2,0,0,1,3,29,5,3,0,1,5.100000,1,0,0,1,1,18,1,0,1,1,0,0,0,0,0,0,9,3,0,0,0,2,2,1,0,37,5,3,3,4,0,28,5,7.000000,79.750000,1.000000,15.580000,0,3,70,0,41.750000,3.731699,2817.050000,7.943446,1,28.750000,3.358638,2108.750000,7.653851,0,0.000000,,0.000000,,1,38.250000,3.644144,2655.000000,7.884200,0,0.000000,,0.000000,,1,0,0,0,1,0,1,1,0,1,16,1,1,1,0,0,0,0,0,1,0,0,0
"2687-GRSYRT-YRW",4,3,0,33,3,"May",14,2,2,1,4,2,0,82.000000,4.406719,4,6.900000,3.745596,1.320581,1.912404,0.648361,0,4,1,14,2,2,5,0,0,0,0,0,0,5,1,1,5,2,2,0,1,58.400000,3,0,0,1,1,30,1,0,0,0,0,0,0,0,0,0,9,5,0,0,1,1,2,1,0,8,3,4,2,4,1,8,3,9.000000,328.190000,4.000000,145.980000,0,3,21,1,4.450000,1.492904,81.700000,4.403054,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0.000000,,0.000000,,0,0,0,0,0,0,0,0,1,1,15,1,1,1,0,1,0,1,0,1,1,0,0
"9184-ABVZGX-Z4V",2,1,0,65,6,"August",17,4,2,1,7,3,0,91.000000,4.510860,4,0.300000,0.094731,-2.356714,0.178269,-1.724462,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,1,39,5,1,0,0,53.900000,3,0,0,5,3,17,0,0,0,0,1,0,0,0,0,0,2,5,1,0,1,1,3,2,1,36,5,4,4,1,0,27,5,11.000000,451.730000,2.000000,90.420000,1,2,68,1,22.000000,3.091042,1487.150000,7.304617,0,0.000000,,0.000000,,1,55.950000,4.024458,3887.200000,8.265444,1,19.000000,2.944439,1325.000000,7.189168,1,84.850000,4.440885,5602.900000,8.631040,1,1,1,4,1,0,0,0,1,1,17,1,1,1,1,1,0,1,1,1,0,0,0
